Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
2,24/03/2019,1,Banglore,CCU → BOM → BLR,18:55,12:00 25 Mar,17h 5m,1,In-flight meal not included,11134
0,1/06/2019,0,1,DEL → MAA → COK,06:05,11:20,5h 15m,1,No info,5583
0,15/05/2019,0,1,DEL → BOM → COK,16:00,21:00,5h,1,No info,6069
2,12/03/2019,4,2,BLR → BOM → DEL,05:45,20:20,14h 35m,1,No info,13817
1,6/03/2019,0,1,DEL → AMD → BOM → COK,05:00,19:15 07 Mar,38h 15m,2,No info,10283
1,24/03/2019,1,Banglore,CCU → GAU → BLR,09:50,21:05,11h 15m,1,No info,7795
3,9/03/2019,0,1,DEL → BOM → COK,00:20,07:40,7h 20m,1,In-flight meal not included,13977
2,1/06/2019,0,1,DEL → NAG → BOM → COK,06:45,04:25 02 Jun,21h 40m,2,In-flight meal not included,10919
0,3/03/2019,1,Banglore,CCU → BLR,20:25,23:05,2h 40m,0,No info,6038
0,21/05/2019,0,1,DEL → COK,05:35,08:50,3h 15m,0,No info,5601
0,9/03/2019,0,1,DEL → BOM → COK,07:30,21:00,13h 30m,1,No info,12351
1,15/04/2019,0,1,DEL → COK,05:10,08:00,2h 50m,0,No info,6094
3,15/05/2019,0,1,DEL → BOM → COK,10:35,19:15,8h 40m,1,No info,7575
2,27/05/2019,0,1,DEL → BOM → COK,21:50,04:25 28 May,6h 35m,1,No info,16079
2,15/06/2019,0,1,DEL → BOM → COK,19:15,19:00 16 Jun,23h 45m,1,In-flight meal not included,10262
4,9/06/2019,0,1,DEL → BLR → COK,16:45,22:25,5h 40m,1,No info,13470
2,27/06/2019,4,0,BLR → DEL,11:10,14:05,2h 55m,0,No info,8016
2,9/03/2019,0,1,DEL → BOM → COK,18:15,18:50 10 Mar,24h 35m,1,No info,16289
2,6/06/2019,0,1,DEL → BOM → COK,19:45,04:25 07 Jun,8h 40m,1,In-flight meal not included,10262
0,27/06/2019,4,0,BLR → DEL,18:25,21:20,2h 55m,0,No info,4823
1,9/04/2019,4,0,BLR → DEL,09:45,12:35,2h 50m,0,No info,5403
2,18/05/2019,0,1,DEL → BOM → COK,17:30,19:00 19 May,25h 30m,1,In-flight meal not included,12373
0,6/03/2019,2,3,BOM → JLR → HYD,14:10,22:25,8h 15m,1,No info,13552
2,9/05/2019,1,Banglore,CCU → BOM → BLR,08:25,20:45,12h 20m,1,In-flight meal not included,10844
1,6/03/2019,2,3,BOM → JDH → DEL → HYD,09:40,23:45,14h 5m,2,No info,22619
3,27/05/2019,0,1,DEL → BOM → COK,10:35,19:15,8h 40m,1,No info,8625
0,24/03/2019,4,2,BLR → DEL,06:00,08:45,2h 45m,0,No info,4777
0,21/06/2019,0,1,DEL → COK,05:35,08:50,3h 15m,0,No info,5000
2,6/03/2019,0,1,DEL → AMD → BOM → COK,19:10,19:45 07 Mar,24h 35m,2,No info,21954
2,3/06/2019,0,1,DEL → BOM → COK,11:30,04:25 04 Jun,16h 55m,1,In-flight meal not included,11627
2,24/05/2019,1,Banglore,CCU → BOM → BLR,14:05,04:40 25 May,14h 35m,1,No info,13731
0,3/04/2019,4,0,BLR → DEL,22:10,01:00 04 Apr,2h 50m,0,No info,3943
2,21/03/2019,4,2,BLR → BOM → DEL,08:55,23:00,14h 5m,1,In-flight meal not included,6992
2,6/05/2019,1,Banglore,CCU → BOM → BLR,18:55,04:40 07 May,9h 45m,1,No info,13941
2,12/06/2019,0,1,DEL → BOM → COK,08:00,19:00,11h,1,No info,14924
2,27/06/2019,0,1,DEL → BOM → COK,02:15,12:35,10h 20m,1,No info,18371
0,3/03/2019,3,4,MAA → CCU,19:35,21:55,2h 20m,0,No info,7295
1,09/03/2019,4,2,BLR → GOI → DEL,17:00,16:40 13 Mar,23h 40m,1,No info,9292
2,1/05/2019,1,Banglore,CCU → BOM → BLR,20:00,08:15 02 May,12h 15m,1,No info,13941
0,24/03/2019,1,Banglore,CCU → HYD → BLR,04:15,09:50,5h 35m,1,No info,4150
2,1/04/2019,1,Banglore,CCU → BOM → BLR,20:00,23:35 02 Apr,27h 35m,1,No info,12681
0,3/06/2019,0,1,DEL → COK,05:35,08:50,3h 15m,0,No info,5601
1,21/05/2019,1,Banglore,CCU → GAU → DEL → BLR,09:50,08:55 22 May,23h 5m,2,No info,14960
3,6/06/2019,0,1,DEL → BOM → COK,16:00,01:30 07 Jun,9h 30m,1,No info,13377
0,21/03/2019,2,3,BOM → HYD,12:00,13:25,1h 25m,0,No info,3342
2,6/06/2019,4,0,BLR → DEL,11:10,14:05,2h 55m,0,No info,8016
2,06/03/2019,4,2,BLR → BOM → DEL,05:45,23:00,17h 15m,1,No info,16736
2,24/03/2019,1,Banglore,CCU → BOM → BLR,21:10,19:40 25 Mar,22h 30m,1,In-flight meal not included,10031
1,21/04/2019,0,1,DEL → BLR → COK,20:30,08:15 22 Apr,11h 45m,1,No info,7258
2,15/05/2019,4,0,BLR → DEL,06:00,08:45,2h 45m,0,In-flight meal not included,4030
1,24/06/2019,0,1,DEL → CCU → BOM → COK,14:25,19:15 25 Jun,28h 50m,2,No info,13381
2,24/05/2019,0,1,DEL → AMD → BOM → COK,23:05,04:25 26 May,29h 20m,2,No info,16704
3,24/06/2019,0,1,DEL → BOM → COK,09:00,21:00,12h,1,No info,13587
2,24/05/2019,2,3,BOM → HYD,02:55,04:20,1h 25m,0,No info,5678
2,1/04/2019,1,Banglore,CCU → BOM → BLR,06:30,09:20 02 Apr,26h 50m,1,In-flight meal not included,7064
0,3/06/2019,2,3,BOM → HYD,01:40,03:10,1h 30m,0,No info,2754
1,1/05/2019,4,0,BLR → DEL,09:45,12:35,2h 50m,0,No info,4668
4,21/06/2019,1,Banglore,CCU → BLR,19:55,22:25,2h 30m,0,No info,4107
0,12/06/2019,0,1,DEL → BOM → COK,04:55,21:00,16h 5m,1,No info,5894
2,6/06/2019,0,1,DEL → BOM → COK,17:30,04:25 07 Jun,10h 55m,1,In-flight meal not included,10262
2,9/05/2019,1,Banglore,CCU → BOM → BLR,16:30,08:15 10 May,15h 45m,1,No info,13941
4,27/04/2019,0,1,DEL → BLR → COK,16:45,07:10 28 Apr,14h 25m,1,No info,6451
1,27/06/2019,0,1,DEL → HYD → MAA → COK,09:45,09:25 28 Jun,23h 40m,2,No info,10975
1,6/03/2019,0,1,DEL → JAI → BOM → COK,12:00,07:40 07 Mar,19h 40m,2,No info,14746
4,6/06/2019,0,1,DEL → BLR → COK,20:45,07:10 07 Jun,10h 25m,1,No info,11410
0,1/05/2019,1,Banglore,CCU → BLR,06:55,09:30,2h 35m,0,No check-in baggage included,3841
1,3/06/2019,0,1,DEL → CCU → BOM → COK,06:50,07:40 04 Jun,24h 50m,2,No info,13381
3,9/05/2019,0,1,DEL → BOM → COK,11:30,01:30 10 May,14h,1,No info,15078
1,9/05/2019,1,Banglore,CCU → BOM → BLR,09:25,18:30,9h 5m,1,No info,8891
2,9/05/2019,1,Banglore,CCU → BOM → BLR,14:05,10:05 10 May,20h,1,In-flight meal not included,7757
1,9/04/2019,4,0,BLR → DEL,05:45,08:45,3h,0,No info,4441
2,24/03/2019,1,Banglore,CCU → BOM → BLR,19:45,18:10 25 Mar,22h 25m,1,In-flight meal not included,10031
0,12/04/2019,4,0,BLR → DEL,13:00,15:50,2h 50m,0,No info,4823
1,24/05/2019,1,Banglore,CCU → BOM → BLR,09:25,18:30,9h 5m,1,No info,8576
2,12/03/2019,4,2,BLR → BOM → DEL,20:35,16:10 13 Mar,19h 35m,1,In-flight meal not included,11087
2,18/05/2019,0,1,DEL → BOM → COK,10:00,12:35 19 May,26h 35m,1,In-flight meal not included,12373
1,21/05/2019,1,Banglore,CCU → BOM → GOI → BLR,09:25,05:35 22 May,20h 10m,2,No info,11432
0,15/06/2019,2,3,BOM → HYD,16:55,18:25,1h 30m,0,No info,3175
0,12/05/2019,1,Banglore,CCU → BLR,09:35,12:20,2h 45m,0,No info,4804
2,27/06/2019,0,1,DEL → JAI → BOM → COK,09:40,12:35 28 Jun,26h 55m,2,No info,13014
3,6/03/2019,0,1,DEL → HYD → COK,07:10,22:20,15h 10m,1,In-flight meal not included,7563
0,27/06/2019,1,Banglore,CCU → BLR,09:00,11:25,2h 25m,0,No info,3873
0,21/05/2019,0,1,DEL → HYD → COK,11:55,00:55 22 May,13h,1,No info,6282
3,1/06/2019,0,1,DEL → BOM → COK,08:30,19:00,10h 30m,1,No info,11200
1,24/04/2019,4,0,BLR → DEL,19:30,22:15,2h 45m,0,No info,5613
0,9/06/2019,0,1,DEL → COK,14:20,17:35,3h 15m,0,No info,5601
2,15/06/2019,0,1,DEL → BOM → COK,14:00,12:35 16 Jun,22h 35m,1,In-flight meal not included,10262
0,01/03/2019,4,2,BLR → DEL,20:00,22:55,2h 55m,0,No info,14306
2,1/04/2019,1,Banglore,CCU → BOM → BLR,20:00,20:45 02 Apr,24h 45m,1,In-flight meal not included,7064
2,27/06/2019,0,1,DEL → BOM → COK,07:05,19:00,11h 55m,1,No info,18371
1,18/05/2019,0,1,DEL → CCU → BOM → COK,20:15,19:15 19 May,23h,2,No info,13591
2,1/06/2019,0,1,DEL → JAI → BOM → COK,09:40,12:35 02 Jun,26h 55m,2,In-flight meal not included,10368
3,12/06/2019,0,1,DEL → IXU → BOM → COK,17:50,01:30 13 Jun,7h 40m,2,No info,18275
0,27/05/2019,4,0,BLR → DEL,22:10,01:00 28 May,2h 50m,0,No info,3749
4,6/06/2019,1,Banglore,CCU → IXR → DEL → BLR,15:10,23:30,8h 20m,2,No info,6810
3,21/05/2019,0,1,DEL → BOM → COK,11:40,21:00,9h 20m,1,No info,7485
1,27/05/2019,1,Banglore,CCU → BLR,14:15,16:45,2h 30m,0,No info,5510
2,3/06/2019,0,1,DEL → BOM → COK,18:15,04:25 04 Jun,10h 10m,1,In-flight meal not included,10262
3,24/06/2019,0,1,DEL → HYD → COK,07:10,16:10,9h,1,No info,6723
3,21/03/2019,0,1,DEL → BOM → COK,08:00,15:30,7h 30m,1,No info,8307
2,21/04/2019,0,1,DEL → HYD → COK,05:55,13:35,7h 40m,1,No info,6146
2,27/05/2019,0,1,DEL → AMD → BOM → COK,13:25,12:35 28 May,23h 10m,2,No info,15129
2,1/05/2019,1,Banglore,CCU → BOM → BLR,06:30,12:00,5h 30m,1,No info,14388
2,6/04/2019,4,0,BLR → DEL,06:00,08:45,2h 45m,0,In-flight meal not included,4544
2,12/04/2019,4,0,BLR → DEL,11:10,14:05,2h 55m,0,In-flight meal not included,5198
0,18/05/2019,0,1,DEL → BOM → COK,09:15,01:30 19 May,16h 15m,1,No info,7503
2,01/03/2019,4,2,BLR → GOI → DEL,15:45,20:15,4h 30m,1,No info,12314
1,15/05/2019,0,1,DEL → BOM → COK,13:00,19:15,6h 15m,1,No info,8372
2,21/05/2019,1,Banglore,CCU → BOM → BLR,16:30,23:35,7h 5m,1,No info,14781
2,24/06/2019,4,0,BLR → DEL,19:50,22:50,3h,0,No info,8016
0,12/03/2019,3,4,MAA → CCU,07:55,10:15,2h 20m,0,No info,6297
2,1/05/2019,1,Banglore,CCU → BOM → BLR,08:25,09:20 02 May,24h 55m,1,No info,14388
2,1/06/2019,0,1,DEL → AMD → COK,07:25,13:35,6h 10m,1,No info,6393
2,9/06/2019,1,Banglore,CCU → BOM → BLR,21:10,10:05 10 Jun,12h 55m,1,No info,14939
2,21/05/2019,1,Banglore,CCU → BOM → BLR,08:25,19:50,11h 25m,1,No info,14781
0,6/03/2019,0,1,DEL → BOM → COK,07:30,21:00,13h 30m,1,No info,14871
0,6/04/2019,4,0,BLR → DEL,09:30,12:20,2h 50m,0,No check-in baggage included,4319
2,15/05/2019,1,Banglore,CCU → DEL → BLR,17:00,09:45 16 May,16h 45m,1,No info,13067
2,01/03/2019,4,2,BLR → BOM → DEL,16:55,08:15 02 Mar,15h 20m,1,No info,26890
2,15/03/2019,4,2,BLR → BOM → DEL,07:00,13:15,6h 15m,1,In-flight meal not included,9134
0,3/04/2019,4,0,BLR → DEL,21:15,00:15 04 Apr,3h,0,No info,3943
1,24/06/2019,0,1,DEL → BOM → COK,07:00,19:15,12h 15m,1,No info,8879
2,24/05/2019,1,Banglore,CCU → BOM → BLR,18:55,12:00 25 May,17h 5m,1,No info,14571
0,15/06/2019,1,Banglore,CCU → BLR,09:35,12:10,2h 35m,0,No info,5644
2,9/06/2019,1,Banglore,CCU → BOM → BLR,06:30,04:40 10 Jun,22h 10m,1,In-flight meal not included,9663
2,9/06/2019,1,Banglore,CCU → BOM → BLR,14:05,23:35,9h 30m,1,No info,14571
0,9/06/2019,4,0,BLR → DEL,21:10,00:05 10 Jun,2h 55m,0,No info,3971
2,6/03/2019,0,1,DEL → BOM → COK,09:00,18:50,9h 50m,1,No info,17024
0,15/05/2019,1,Banglore,CCU → BLR,17:10,19:40,2h 30m,0,No check-in baggage included,3841
2,27/05/2019,0,1,DEL → BOM → COK,19:45,19:00 28 May,23h 15m,1,In-flight meal not included,12898
2,6/06/2019,0,1,DEL → NAG → BOM → COK,14:35,04:25 07 Jun,13h 50m,2,No info,13376
2,15/06/2019,0,1,DEL → IDR → BOM → COK,21:25,12:35 16 Jun,15h 10m,2,In-flight meal not included,9905
3,15/06/2019,0,1,DEL → BOM → COK,08:00,21:00,13h,1,No info,13587
3,24/06/2019,0,1,DEL → BOM → COK,06:00,21:00,15h,1,No info,7740
3,21/05/2019,0,1,DEL → BOM → COK,06:00,12:35,6h 35m,1,No info,9794
2,06/03/2019,4,2,BLR → BOM → DEL,22:50,21:20 07 Mar,22h 30m,1,No info,17471
2,9/03/2019,0,1,DEL → IXC → BOM → COK,13:45,04:25 10 Mar,14h 40m,2,In-flight meal not included,15129
2,1/05/2019,1,Banglore,CCU → DEL → BLR,09:35,14:25 02 May,28h 50m,1,No info,11467
1,12/06/2019,1,Banglore,CCU → MAA → BLR,14:35,14:35 13 Jun,24h,1,No info,6528
3,27/06/2019,0,1,DEL → BOM → COK,07:30,19:15,11h 45m,1,No info,8266
0,6/03/2019,0,1,DEL → HYD → COK,06:40,22:20,15h 40m,1,No info,6442
2,12/06/2019,0,1,DEL → BOM → COK,22:50,12:35 13 Jun,13h 45m,1,In-flight meal not included,10262
2,1/03/2019,2,3,BOM → HYD,07:10,08:35,1h 25m,0,No info,17501
1,24/05/2019,4,0,BLR → DEL,06:10,08:55,2h 45m,0,No info,8273
1,21/03/2019,0,1,DEL → LKO → BOM → COK,18:30,19:15 22 Mar,24h 45m,2,No info,10703
3,15/06/2019,0,1,DEL → BOM → COK,10:00,01:30 16 Jun,15h 30m,1,No info,8510
0,15/03/2019,2,3,BOM → HYD,20:05,21:35,1h 30m,0,No info,2754
0,18/05/2019,2,3,BOM → HYD,21:20,22:50,1h 30m,0,No info,2227
3,27/06/2019,0,1,DEL → IXU → BOM → COK,17:50,01:30 28 Jun,7h 40m,2,No info,18275
0,21/04/2019,0,1,DEL → PNQ → COK,08:45,13:15,4h 30m,1,No check-in baggage included,6356
2,15/05/2019,1,Banglore,CCU → BOM → BLR,14:05,20:45,6h 40m,1,No info,14781
2,27/05/2019,0,1,DEL → JAI → BOM → COK,09:40,12:35 28 May,26h 55m,2,In-flight meal not included,13029
2,1/05/2019,4,0,BLR → DEL,11:40,14:30,2h 50m,0,No info,4340
1,12/06/2019,1,Banglore,CCU → DEL → COK → BLR,17:30,13:45 13 Jun,20h 15m,2,No info,12224
2,24/05/2019,1,Banglore,CCU → BOM → BLR,16:30,18:15 25 May,25h 45m,1,In-flight meal not included,10844
0,15/04/2019,1,Banglore,CCU → BLR,09:35,12:20,2h 45m,0,No info,4174
1,01/03/2019,4,2,BLR → HYD → VGA → DEL,17:00,22:55 02 Mar,29h 55m,2,No info,14887
3,9/04/2019,0,1,DEL → BOM → COK,09:00,19:15,10h 15m,1,No info,12853
4,15/05/2019,4,0,BLR → DEL,11:10,13:55,2h 45m,0,No info,3383
2,01/03/2019,4,2,BLR → DEL,11:40,14:35,2h 55m,0,No info,11111
2,1/04/2019,4,0,BLR → DEL,17:45,20:45,3h,0,No info,7229
2,6/05/2019,4,0,BLR → DEL,17:45,20:45,3h,0,In-flight meal not included,4030
0,3/03/2019,0,1,DEL → BOM → COK,15:00,01:35 04 Mar,10h 35m,1,No info,14871
2,27/05/2019,0,1,DEL → BOM → COK,19:45,04:25 28 May,8h 40m,1,In-flight meal not included,12898
3,18/05/2019,0,1,DEL → BOM → COK,11:30,19:15,7h 45m,1,No info,14533
1,6/06/2019,0,1,DEL → BLR → COK,17:40,08:15 07 Jun,14h 35m,1,No info,7258
0,1/04/2019,0,1,DEL → PNQ → COK,08:45,13:15,4h 30m,1,No info,4812
2,9/05/2019,1,Banglore,CCU → DEL → BLR,09:35,21:05,11h 30m,1,In-flight meal not included,12384
1,6/06/2019,0,1,DEL → JAI → BOM → COK,12:00,07:40 07 Jun,19h 40m,2,No info,8603
1,6/06/2019,0,1,DEL → JAI → BOM → COK,12:00,19:15,7h 15m,2,No info,8603
2,24/03/2019,1,Banglore,CCU → BOM → BLR,13:55,23:25,9h 30m,1,No info,14231
2,9/05/2019,0,1,DEL → AMD → BOM → COK,23:05,04:25 11 May,29h 20m,2,No info,15129
4,1/06/2019,0,1,DEL → BLR → COK,20:45,07:10 02 Jun,10h 25m,1,No info,11410
1,12/03/2019,4,2,BLR → BOM → BHO → DEL,08:50,09:25 13 Mar,24h 35m,2,No info,12725
2,9/06/2019,0,1,DEL → IDR → BOM → COK,09:35,12:35 10 Jun,27h,2,No info,13292
0,24/04/2019,1,Banglore,CCU → BLR,06:55,09:30,2h 35m,0,No info,3873
0,15/06/2019,3,4,MAA → CCU,07:55,10:15,2h 20m,0,No info,3850
0,9/06/2019,1,Banglore,CCU → KNU → BLR,11:35,18:50,7h 15m,1,No info,8479
2,24/05/2019,1,Banglore,CCU → DEL → BLR,09:35,23:35,14h,1,No info,14151
1,24/04/2019,4,0,BLR → DEL,06:10,08:55,2h 45m,0,No info,5228
1,9/06/2019,1,Banglore,CCU → DEL → BLR,07:10,09:05 10 Jun,25h 55m,1,No info,9397
2,18/06/2019,2,3,BOM → HYD,07:05,08:30,1h 25m,0,In-flight meal not included,4995
1,1/06/2019,0,1,DEL → AMD → BOM → COK,19:45,19:15 02 Jun,23h 30m,2,No info,10651
4,3/04/2019,4,0,BLR → DEL,04:55,07:45,2h 50m,0,No info,4282
1,21/05/2019,1,Banglore,CCU → JAI → BOM → BLR,08:20,21:50,13h 30m,2,No info,10697
2,21/05/2019,1,Banglore,CCU → DEL → BLR,09:35,14:25 22 May,28h 50m,1,In-flight meal not included,9314
0,27/06/2019,3,4,MAA → CCU,05:15,07:40,2h 25m,0,No info,3540
1,12/06/2019,0,1,DEL → AMD → BOM → COK,16:40,19:15 13 Jun,26h 35m,2,No info,9443
3,6/03/2019,0,1,DEL → BOM → COK,07:30,15:30,8h,1,No info,15147
2,27/06/2019,4,0,BLR → DEL,08:20,11:20,3h,0,No info,8016
0,24/05/2019,2,3,BOM → HYD,21:20,22:50,1h 30m,0,No info,2437
0,27/05/2019,0,1,DEL → BOM → COK,10:35,01:30 28 May,14h 55m,1,No info,6104
0,6/06/2019,2,3,BOM → HYD,22:45,00:15 07 Jun,1h 30m,0,No check-in baggage included,1965
3,12/06/2019,0,1,DEL → BOM → COK,13:00,21:00,8h,1,No info,7408
0,18/06/2019,2,3,BOM → HYD,06:25,07:55,1h 30m,0,No info,4049
2,1/06/2019,4,0,BLR → DEL,19:50,22:50,3h,0,No info,8016
3,9/05/2019,0,1,DEL → BOM → COK,07:00,19:00,12h,1,No info,10197
2,1/05/2019,1,Banglore,CCU → BOM → BLR,21:10,08:15 02 May,11h 5m,1,In-flight meal not included,10844
2,9/06/2019,1,Banglore,CCU → DEL → BLR,17:00,19:10 10 Jun,26h 10m,1,No info,12692
2,6/05/2019,1,Banglore,CCU → BOM → BLR,08:25,16:20,7h 55m,1,No info,14781
2,24/05/2019,1,Banglore,CCU → BOM → BLR,23:30,07:45 25 May,8h 15m,1,No info,7335
2,27/05/2019,4,0,BLR → DEL,08:20,11:20,3h,0,No info,7229
1,24/03/2019,4,2,BLR → DEL,21:10,00:05 28 Mar,2h 55m,0,No info,4353
2,18/05/2019,1,Banglore,CCU → BOM → BLR,20:00,08:15 19 May,12h 15m,1,No info,13941
2,12/03/2019,4,2,BLR → MAA → DEL,09:45,14:25,4h 40m,1,No info,12295
2,27/05/2019,0,1,DEL → BOM → COK,22:50,12:35 28 May,13h 45m,1,In-flight meal not included,12898
1,9/05/2019,1,Banglore,CCU → DEL → BLR,07:10,22:40,15h 30m,1,No info,7927
4,15/04/2019,4,0,BLR → DEL,23:55,02:45 16 Apr,2h 50m,0,No info,4483
2,06/03/2019,4,2,BLR → BOM → DEL,11:40,18:25,6h 45m,1,No info,19225
2,24/04/2019,0,1,DEL → AMD → COK,07:25,13:35,6h 10m,1,No info,4692
2,18/03/2019,4,2,BLR → BOM → DEL,21:25,09:30 16 Mar,12h 5m,1,No info,13555
0,9/04/2019,0,1,DEL → BOM → COK,15:00,01:30 10 Apr,10h 30m,1,No info,6270
2,6/05/2019,1,Banglore,CCU → BOM → BLR,18:55,16:20 07 May,21h 25m,1,No info,13584
2,21/03/2019,0,1,DEL → MAA → BOM → COK,16:10,18:50 22 Mar,26h 40m,2,No info,13180
2,12/05/2019,1,Banglore,CCU → DEL → BLR,20:25,18:00 13 May,21h 35m,1,No info,14151
1,12/05/2019,0,1,DEL → COK,06:00,09:10,3h 10m,0,No info,6216
3,3/03/2019,0,1,DEL → BOM → COK,07:30,18:50,11h 20m,1,No info,15135
3,6/03/2019,0,1,DEL → BOM → COK,11:30,21:00,9h 30m,1,In-flight meal not included,15136
2,27/06/2019,0,1,DEL → BOM → COK,02:15,19:00,16h 45m,1,In-flight meal not included,10262
2,18/05/2019,1,Banglore,CCU → DEL → BLR,09:35,22:05,12h 30m,1,In-flight meal not included,12384
2,1/04/2019,1,Banglore,CCU → DEL → BLR,09:35,19:10,9h 35m,1,In-flight meal not included,9314
2,6/05/2019,1,Banglore,CCU → DEL → BLR,17:00,18:00 07 May,25h,1,In-flight meal not included,9314
1,1/06/2019,0,1,DEL → BOM → COK,09:00,19:15,10h 15m,1,No info,10454
1,18/05/2019,0,1,DEL → BOM → COK,23:00,07:40 19 May,8h 40m,1,No info,8372
2,9/03/2019,0,1,DEL → BOM → COK,19:45,04:25 10 Mar,8h 40m,1,In-flight meal not included,11848
0,1/06/2019,0,1,DEL → BOM → COK,08:30,21:00,12h 30m,1,No info,6416
0,1/04/2019,2,3,BOM → HYD,09:10,10:40,1h 30m,0,No info,3342
2,6/06/2019,1,Banglore,CCU → BOM → PNQ → BLR,06:30,07:25 07 Jun,24h 55m,2,In-flight meal not included,10118
1,12/06/2019,1,Banglore,CCU → GAU → DEL → BLR,16:45,12:30 13 Jun,19h 45m,2,No info,14960
0,15/06/2019,0,1,DEL → HYD → COK,05:05,16:10,11h 5m,1,No info,6818
1,12/06/2019,1,Banglore,CCU → BLR,14:15,16:45,2h 30m,0,No info,5510
2,21/05/2019,1,Banglore,CCU → BOM → BLR,06:30,09:20 22 May,26h 50m,1,No info,14388
3,3/06/2019,0,1,DEL → HYD → COK,14:55,22:30,7h 35m,1,No info,7038
3,9/05/2019,0,1,DEL → BOM → COK,08:45,19:15,10h 30m,1,No info,8266
2,27/06/2019,0,1,DEL → ATQ → BOM → COK,18:20,19:00 28 Jun,24h 40m,2,No info,14300
1,9/05/2019,1,Banglore,CCU → BOM → BLR,09:25,07:55 10 May,22h 30m,1,No info,8366
2,06/03/2019,4,2,BLR → BOM → DEL,22:50,10:25 07 Mar,11h 35m,1,No info,17261
1,6/06/2019,1,Banglore,CCU → DEL → BLR,07:10,09:05 07 Jun,25h 55m,1,No info,8452
0,1/04/2019,1,Banglore,CCU → GAU → BLR,15:10,20:30,5h 20m,1,No info,8567
3,15/06/2019,0,1,DEL → HYD → COK,07:05,22:30,15h 25m,1,No info,9646
1,9/04/2019,0,1,DEL → GOI → BOM → COK,22:00,19:15 10 Apr,21h 15m,2,No info,8341
2,9/05/2019,0,1,DEL → BOM → COK,17:30,19:00 10 May,25h 30m,1,In-flight meal not included,12373
0,21/06/2019,3,4,MAA → CCU,17:45,20:05,2h 20m,0,No check-in baggage included,3543
2,9/06/2019,1,Banglore,CCU → DEL → BLR,17:00,23:35,6h 35m,1,In-flight meal not included,13994
0,24/03/2019,4,2,BLR → DEL,04:00,06:50,2h 50m,0,No info,4777
3,1/06/2019,0,1,DEL → HYD → COK,14:55,22:30,7h 35m,1,No info,7038
0,3/04/2019,2,3,BOM → HYD,16:55,18:25,1h 30m,0,No info,3175
3,9/06/2019,0,1,DEL → BOM → COK,10:00,21:00,11h,1,No info,7408
0,15/06/2019,4,0,BLR → DEL,21:15,00:15 16 Jun,3h,0,No info,3943
2,6/03/2019,0,1,DEL → BOM → COK,08:00,04:25 07 Mar,20h 25m,1,No info,15974
0,27/05/2019,1,Banglore,CCU → BLR,06:55,09:30,2h 35m,0,No info,3873
0,15/04/2019,4,0,BLR → DEL,10:10,13:00,2h 50m,0,No info,4423
2,27/05/2019,0,1,DEL → JAI → BOM → COK,09:40,04:25 28 May,18h 45m,2,No info,15129
0,21/03/2019,0,1,DEL → BOM → COK,08:25,21:00,12h 35m,1,No info,8285
1,6/06/2019,2,3,BOM → HYD,06:20,07:40,1h 20m,0,No info,3100
1,01/03/2019,4,2,BLR → BOM → BHO → DEL,08:50,09:25 02 Mar,24h 35m,2,No info,25430
0,18/03/2019,2,3,BOM → HYD,13:10,14:30,1h 20m,0,No check-in baggage included,2385
2,6/06/2019,1,Banglore,CCU → GAU → BLR,10:20,17:35,7h 15m,1,No info,11316
2,15/06/2019,0,1,DEL → BOM → COK,02:15,19:00,16h 45m,1,In-flight meal not included,10262
1,24/05/2019,1,Banglore,CCU → IXR → BBI → BLR,05:50,13:15,7h 25m,2,No info,7662
2,24/03/2019,1,Banglore,CCU → BOM → BLR,16:55,19:40 25 Mar,26h 45m,1,No info,14231
0,9/06/2019,0,1,DEL → BOM → COK,09:15,21:00,11h 45m,1,No info,6838
2,15/06/2019,0,1,DEL → NAG → BOM → COK,06:45,04:25 16 Jun,21h 40m,2,No info,13376
2,24/06/2019,0,1,DEL → BOM → COK,15:00,19:00 25 Jun,28h,1,In-flight meal not included,10262
0,27/03/2019,0,1,DEL → BOM → COK,07:30,15:30,8h,1,No info,8574
2,09/03/2019,4,2,BLR → BOM → DEL,21:25,07:40 13 Mar,10h 15m,1,In-flight meal not included,7832
3,24/06/2019,0,1,DEL → BOM → COK,03:50,19:00,15h 10m,1,No info,12192
2,15/06/2019,2,3,BOM → HYD,10:20,11:50,1h 30m,0,In-flight meal not included,4050
2,12/04/2019,4,0,BLR → DEL,07:45,10:40,2h 55m,0,No info,6722
2,9/06/2019,1,Banglore,CCU → BOM → BLR,20:00,16:20 10 Jun,20h 20m,1,In-flight meal not included,10844
3,15/06/2019,0,1,DEL → BOM → COK,07:00,21:00,14h,1,No info,7408
2,21/03/2019,0,1,DEL → BOM → COK,20:50,04:25 22 Mar,7h 35m,1,No info,14189
0,24/05/2019,1,Banglore,CCU → BLR,17:10,19:40,2h 30m,0,No check-in baggage included,3841
2,9/05/2019,1,Banglore,CCU → BOM → BLR,14:05,04:40 10 May,14h 35m,1,In-flight meal not included,8586
3,27/06/2019,0,1,DEL → BOM → COK,10:35,19:15,8h 40m,1,No info,7155
2,12/06/2019,1,Banglore,CCU → BOM → BLR,08:25,18:15,9h 50m,1,In-flight meal not included,9899
2,6/06/2019,1,Banglore,CCU → BOM → BLR,08:25,19:50,11h 25m,1,No info,14571
